package,DI,TI,PY,SO,AU,AU_UN,AU1_CO
bibliometrix,10.1016/j.wneu.2019.02.188,PREDICTIVE VALUE OF CEREBRAL AUTOREGULATION IMPAIRMENT FOR DELAYED CEREBRAL ISCHEMIA IN ANEURYSMAL SUBARACHNOID HEMORRHAGE: A META-ANALYSIS,2019,WORLD NEUROSURGERY,YU ZY;ZHENG J;MA L;LI H;YOU C;JIANG Y,SICHUAN UNIV;SICHUAN UNIV,CHINA
bibliometrix,10.1016/j.wneu.2019.02.125,BAT SCORE VERSUS SPOT SIGN IN PREDICTING INTRACEREBRAL HEMORRHAGE EXPANSION,2019,WORLD NEUROSURGERY,YU ZY;ZHENG J;XIA F;GUO R;MA L;YOU C;LI H,SICHUAN UNIV,CHINA
bibliometrix,10.1016/j.wneu.2019.02.082,PREDICTIVE ACCURACY OF ALPHA-DELTA RATIO ON QUANTITATIVE ELECTROENCEPHALOGRAPHY FOR DELAYED CEREBRAL ISCHEMIA IN PATIENTS WITH ANEURYSMAL SUBARACHNOID HEMORRHAGE: META-ANALYSIS,2019,WORLD NEUROSURGERY,YU ZY;WEN DK;ZHENG J;GUO R;LI H;YOU C;MA L,SICHUAN UNIV,CHINA
bibliometrix,10.1016/j.wneu.2019.02.067,CHARACTERISTICS OF SPINOPELVIC SAGITTAL ALIGNMENT IN LUMBAR DEGENERATIVE DISEASE,2019,WORLD NEUROSURGERY,ZARATE-KALFOPULOS B;REYES-TARRAGO F;NAVARRO-ACEVES LA;GARCIA-RAMOS CL;REYES-SANCHEZ AA;ALPIZAR-AGUIRRE A;ROSALES-OLIVAREZ LM,NATL INST REHABIL,MEXICO
bibliometrix,10.1016/j.wneu.2019.03.047,FINDING THE INFERIOR PETROSAL SINUS FOR EMBOLIZING CAVERNOUS DURAL ARTERIOVENOUS FISTULA USING PREOPERATIVE COMPUTED TOMOGRAPHY ANGIOGRAPHY,2019,WORLD NEUROSURGERY,ZHANG LB;ZENG FY;WANG JY;CHEN FH,CENT S UNIV;CENT S UNIV,CHINA
bibliometrix,10.1016/j.wneu.2019.02.062,A LOGISTIC REGRESSION MODEL FOR DETECTING THE PRESENCE OF MALIGNANT PROGRESSION IN ATYPICAL MENINGIOMAS,2019,WORLD NEUROSURGERY,ZHANG Q;JIA GJ;ZHANG GB;WANG L;WU Z;JIA W;HAO SY;NI M;LI D;WANG K;ZHANG JT,CAPITAL MED UNIV;CHINA NATL CLIN RES CTR NEUROL DIS;BEIJING INST BRAIN DISORDERS;BEIJING KEY LAB BRAIN TUMOR,CHINA
bibliometrix,10.1016/j.wneu.2019.03.062,CLINICAL CHARACTERISTICS AND POSTOPERATIVE RECOVERY OF HYPOPITUITARISM IN PATIENTS WITH NONFUNCTIONAL PITUITARY ADENOMA,2019,WORLD NEUROSURGERY,ZHANG RP;WANG ZH;GAO L;GUO XP;FENG CZ;DENG K;LIAN W;YAO Y;FENG M;BAO XJ;WANG RZ;XING B,PEKING UNION MED COLL HOSP;CHINA PITUITARY DIS REGISTRY CTR;CHINESE ACAD MED SCI;PEKING UNION MED COLL;KEY LAB ENDOCRINOL NATL HLTH AND FAMILY PLANNING CO,CHINA
bibliometrix,10.1016/j.wneu.2019.03.009,LOWER IRON LEVELS PREDICT ACUTE HYDROCEPHALUS FOLLOWING ANEURYSMAL SUBARACHNOID HEMORRHAGE,2019,WORLD NEUROSURGERY,ZHANG YB;ZHENG SF;SHANG-GUAN HC;KANG DZ;CHEN GR;YAO PS,FUJIAN MED UNIV;FUJIAN MED UNIV;DEHUA CTY HOSP,CHINA
bibliometrix,10.1016/j.wneu.2019.03.074,ENDOVASCULAR COILING VERSUS SURGICAL CLIPPING OF VERY SMALL RUPTURED ANTERIOR COMMUNICATING ARTERY ANEURYSMS,2019,WORLD NEUROSURGERY,ZHAO B;XIN HX;FAN LH;TAN XX;ZHONG M;PAN YH;WAN JQ,SHANGHAI JIAO TONG UNIV;WENZHOU MED UNIV;WENZHOU MED UNIV;TONGJI UNIV,CHINA
bibliometrix,10.1016/j.wneu.2018.10.241,THE DIAGNOSTIC AND ANTIBIOTIC REFERENCE VALUES OF PROCALCITONIN FOR INTRACRANIAL INFECTION AFTER CRANIOTOMY,2019,WORLD NEUROSURGERY,ZHU L;DONG L;LI YP;LU GY;ZHANG HZ;WANG XD;LIU XG;TENG ZF;XIA BM;ZHANG P,DALIAN MED UNIV;YANGZHOU UNIV;YANGZHOU UNIV,CHINA
bibliometrix,10.1016/j.vetpar.2019.05.002,FIRST DETECTION OF IVERMECTIN RESISTANCE IN OESOPHAGOSTOMUM DENTATUM IN PIGS,2019,VETERINARY PARASITOLOGY,MACREILI M;WILLIAMSON S;MITCHELL S;PEARSON R;ANDREWS L;MORRISON AA;NEVEL M;SMITH R;BARTLEY DJ,PENTLANDS SCI PK,UNITED KINGDOM
bibliometrix,10.1016/j.vetpar.2019.04.010,THE APPLICATION OF FAECAL EGG COUNT RESULTS AND STATISTICAL INFERENCE FOR CLINICAL DECISION MAKING IN FOALS,2019,VETERINARY PARASITOLOGY,WILKES EJA;WOODGATE RG;RAIDAL SL;HUGHES KJ,CHARLES STURT UNIV,AUSTRALIA
bibliometrix,10.1016/j.vetpar.2019.05.001,BIO-GUIDED FRACTIONATION TO IDENTIFY SENEGALIA GAUMERI LEAF EXTRACT COMPOUNDS WITH ANTHELMINTIC ACTIVITY AGAINST HAEMONCHUS CONTORTUS EGGS AND LARVAE,2019,VETERINARY PARASITOLOGY,CASTANEDA-RAMIREZ GS;TORRES-ACOSTA JFD;SANDOVAL-CASTRO CA;BORGES-ARGAEZ R;CACERES-FARFAN M;MANCILLA-MONTELONGO G;MATHIEU C,UNIV AUTONOMA YUCATAN;CTR INVEST CIENT YUCATAN;UNIV AUTONOMA YUCATAN;UNIV TOULOUSE,MEXICO
bibliometrix,10.1016/j.vetpar.2019.04.009,"HISTOLOGICALLY, IMMUNOHISTOCHEMICALLY, ULTRASTRUCTURALLY, AND MOLECULARLY CONFIRMED NEOSPOROSIS ABORTION IN AN ABORTED EQUINE FETUS",2019,VETERINARY PARASITOLOGY,ANDERSON JA;ALVES DA;CERQUEIRA-CEZAR CK;DA SILVA AF;MURATA FHA;NORRIS JK;HOWE DK;DUBEY JP,NAVAL MED RES CTR;BELTSVILLE AGR RES CTR;UNIV KENTUCKY,USA
bibliometrix,10.1016/j.vetpar.2019.05.009,EVALUATION OF CINNAMIC ACID AND SIX ANALOGUES AGAINST EGGS AND LARVAE OF HAEMONCHUS CONTORTUS,2019,VETERINARY PARASITOLOGY,MANCILLA-MONTELONGO G;CASTANEDA-RAMIREZ GS;TORRES-ACOSTA JFD;SANDOVAL-CASTRO CA;BORGES-ARGAEZ R,UNIV AUTONOMA YUCATAN;UNIV AUTONOMA YUCATAN;CTR INVEST CIENT YUCATAN,MEXICO
bibliometrix,10.1016/j.vetpar.2019.05.007,QUANTIFICATION OF DIFFERENCES IN RESISTANCE TO GASTROINTESTINAL NEMATODE INFECTIONS IN SHEEP USING A MULTIVARIATE BLOOD PARAMETER,2019,VETERINARY PARASITOLOGY,BELL A;MCNALLY J;SMITH DV;RAHMAN A;HUNT P;KOTZE AC;DOMINIK S;INGHAM A,NOTREPORTED,AUSTRALIA
bibliometrix,10.1016/j.vetpar.2019.05.008,"THE ANTITRYPANOSOMAL DIARYLAMIDINES, DIMINAZENE AND PENTAMIDINE, SHOW ANTHELMINTIC ACTIVITY AGAINST HAEMONCHUS CONTORTUS IN VITRO",2019,VETERINARY PARASITOLOGY,NIXON SA;SAEZ NJ;HERZIG V;KING GF;KOTZE AC,UNIV QUEENSLAND;QUEENSLAND BIOSCI PRECINCT,AUSTRALIA
bibliometrix,10.1016/j.vetpar.2019.04.014,COMPARISON OF THE TIMING OF DEVELOPMENT OF IMMUNITY IN ROMNEY LAMBS FROM RESISTANT AND RESILIENT SELECTION LINES,2019,VETERINARY PARASITOLOGY,HAMIE JC;MCANULTY RW;LOGAN CM;LUNDBERG S;GREER AW,LINCOLN UNIV,NEW ZEALAND
bibliometrix,10.1016/j.vetpar.2018.10.010,THE EFFICACY OF A NOVEL TOPICAL FORMULATION OF SELAMECTIN PLUS SAROLANER (REVOLUTION (R) PLUS/STRONGHOLD (R) PLUS) IN PREVENTING THE DEVELOPMENT OF DIROFILARIA IMMITIS IN CATS,2019,VETERINARY PARASITOLOGY,MCTIER TL;PULLINS A;CHAPIN S;RUGG J;VON REITZENSTEIN M;MCCALL JW;KING VL;VATTA AF,VET MED RES AND DEV;TRS LABS INC,USA
bibliometrix,10.1016/j.vetpar.2018.10.018,EFFICACY OF A TOPICAL FORMULATION OF SELAMECTIN PLUS SAROLANER AGAINST INDUCED INFESTATIONS OF AMBLYOMMA AMERICANUM ON CATS AND PREVENTION OF CYTAUXZOON FELIS TRANSMISSION,2019,VETERINARY PARASITOLOGY,REICHARD MV;RUGG JJ;THOMAS JE;ALLEN KE;BARRETT AW;MURRAY JK;HERRIN BH;BEAM RA;KING VL;VATTA AF,OKLAHOMA STATE UNIV;VET MED RES AND DEV;OKLAHOMA STATE UNIV;TEXAS AANDM UNIV;KANSAS STATE UNIV,USA
bibliometrix,10.1016/j.vetpar.2019.05.012,COMPARATIVE EFFICACY OF TOPICAL TREATMENTS WITH REVOLUTION (R) PLUS (SELAMECTIN AND SAROLANER) AND BRAVECTO (R) FOR CATS (FLURALANER) AGAINST IXODES SCAPULARIS TICKS ON CATS,2019,VETERINARY PARASITOLOGY,VATTA AF;YOUNG DR;KING VL;MYERS MR,VET MED RES AND DEV;YOUNG VET RES SERV,USA
bibliometrix,10.1016/j.vetpar.2019.05.004,EFFICACY OF THREE CONSECUTIVE MONTHLY DOSES OF A TOPICAL FORMULATION OF SELAMECTIN AND SAROLANER (REVOLUTION (R) PLUS/STRONGHOLD (R) PLUS) COMPARED WITH A SINGLE DOSE OF FLURALANER (BRAVECTO (R) FOR CATS) AGAINST INDUCED INFESTATIONS OF CTENOCEPHALIDES FELIS ON CATS,2019,VETERINARY PARASITOLOGY,VATTA AF;KING VL;YOUNG DR;CHAPIN S,VET MED RES AND DEV;YOUNG VET RES SERV,USA
bibliometrix,10.1016/j.vetpar.2018.11.009,EFFICACY AND SAFETY OF A COMBINATION OF SELAMECTIN PLUS SAROLANER FOR THE TREATMENT AND PREVENTION OF FLEA INFESTATIONS AND THE TREATMENT OF EAR MITES IN CATS PRESENTED AS VETERINARY PATIENTS IN THE UNITED STATES,2019,VETERINARY PARASITOLOGY,VATTA AF;MYERS MR;RUGG JJ;CHAPIN S;PULLINS A;KING VL;RUGG D,VET MED RES AND DEV,USA
bibliometrix,10.1016/j.vetpar.2018.10.016,THE SPEED OF KILL OF A TOPICAL COMBINATION OF SELAMECTIN PLUS SAROLANER AGAINST INDUCED INFESTATIONS OF IXODES SCAPULARIS TICKS ON CATS,2019,VETERINARY PARASITOLOGY,VATTA AF;EVERETT WR;CHERNI JA;KING VL;RUGG D,VET MED RES AND DEV,USA
bibliometrix,10.1016/j.vetpar.2018.10.012,EFFICACY AND SAFETY OF A NEW TOPICAL FORMULATION OF SELAMECTIN PLUS SAROLANER IN THE TREATMENT AND CONTROL OF NATURAL INFECTIONS OF ANCYLOSTOMA TUBAEFORME AND TOXOCARA CATI IN CATS PRESENTED AS VETERINARY PATIENTS IN THE UNITED STATES,2019,VETERINARY PARASITOLOGY,VATTA AF;MYERS MR;BOWMAN DD;RUGG JJ;DAMRAH L;THERRIEN C;LIOTTA JL;LUCIO-FORSTER A;KING VL;RUGG D,VET MED RES AND DEV;CORNELL UNIV,USA
bibliometrix,10.1016/j.vetpar.2018.10.013,EFFICACY OF A NEW TOPICAL FORMULATION CONTAINING SELAMECTIN PLUS SAROLANER AGAINST THREE COMMON TICK SPECIES INFESTING CATS IN THE UNITED STATES,2019,VETERINARY PARASITOLOGY,VATTA AF;YOUNG DR;EVERETT WR;KING VL;CHERNI JA;VON REITZENSTEIN M;HOLZMER SJ;CHAPIN S;RUGG D,VET MED RES AND DEV,USA
bibliometrix,10.1016/j.vetpar.2019.04.001,EFFICACY AND SAFETY OF A NEW TOPICAL FORMULATION CONTAINING SELAMECTIN AND SAROLANER IN THE PREVENTION OF HEARTWORM DISEASE AND THE TREATMENT OF ROUNDWORM INFECTION IN CATS PRESENTED AS VETERINARY PATIENTS IN JAPAN,2019,VETERINARY PARASITOLOGY,YONETAKE W;FUJII T;NAITO M;MAEDER S;RUGG D,VET MED RES AND DEV,JAPAN
bibliometrix,10.1016/j.vetpar.2019.01.008,EFFICACY OF A NEW TOPICAL FORMULATION OF SELAMECTIN PLUS SAROLANER FOR THE CONTROL OF FLEAS AND TICKS INFESTING CATS IN JAPAN,2019,VETERINARY PARASITOLOGY,YONETAKE W;FUJII T;NAITO M;HODGE A;MAEDER S;RUGG D,ZOETIS AUSTRALIA RES AND MFG;VET MED RES AND DEV,JAPAN
bibliometrix,10.1016/j.vaccine.2019.04.094,CURRENT ADVANCES IN HIV VACCINE PRECLINICAL STUDIES USING MACAQUE MODELS,2019,VACCINE,LIANG BH;LI HZ;LI L;OMANGE RW;HAI Y;LUO M,NATL MICROBIOL LAB;UNIV MANITOBA;UNIV MANITOBA,CANADA
bibliometrix,10.1016/j.vaccine.2019.04.005,LESSONS FOR GENERAL VACCINOLOGY RESEARCH FROM ATTEMPTS TO DEVELOP AN HIV VACCINE,2019,VACCINE,SHAPIRO SZ,NATL INST ALLERGY AND INFECT DIS,USA
bibliometrix,10.1016/j.vaccine.2019.05.034,EFFECTIVENESS OF A MULTIMODAL INTERVENTION TO INCREASE VACCINATION IN OBSTETRICS/GYNECOLOGY SETTINGS,2019,VACCINE,O'LEARY ST;PYRZANOWSKI J;BREWER SE;SEVICK C;DICKINSON LM;DEMPSEY AF,UNIV COLORADO DENVER;UNIV COLORADO;UNIV COLORADO,USA
bibliometrix,10.1016/j.vaccine.2019.05.020,TRUST COLLAPSE CAUSED BY THE CHANGSHENG VACCINE CRISIS IN CHINA,2019,VACCINE,ZHOU M;QU SJ;ZHAO LD;KONG N;CAMPY KS;WANG S,HUNAN UNIV COMMERCE;CENT S UNIV;SOUTHEAST UNIV;PURDUE UNIV;UNIV PENN,CHINA
bibliometrix,10.1016/j.vaccine.2019.05.018,FLAGELLIN-EXPRESSING VIRUS-LIKE PARTICLES EXHIBIT ADJUVANT EFFECTS ON PROMOTING IGG ISOTYPE-SWITCHED LONG-LASTING ANTIBODY INDUCTION AND PROTECTION OF INFLUENZA VACCINES IN CD4-DEFICIENT MICE,2019,VACCINE,KO EJ;LEE Y;LEE YT;JUNG YJ;NGO VL;KIM MC;KIM KH;WANG BZ;GEWIRTZ AT;KANG SM,GEORGIA STATE UNIV;VACCINE BRANCH CTR CANC RES,USA
bibliometrix,10.1016/j.vaccine.2019.05.019,THE VP1 G-H LOOP HYPERVARIABLE EPITOPE CONTRIBUTES TO PROTECTIVE IMMUNITY AGAINST FOOT AND MOUTH DISEASE VIRUS IN SWINE,2019,VACCINE,FERNANDEZ-SAINZ I;GAVITT TD;KOSTER M;RAMIREZ-MEDINA E;RODRIGUEZ YY;WU P;SILBART LK;DE LOS SANTOS T;SZCZEPANEK SM,PLUM ISL ANIM DIS CTR;UNIV CONNECTICUT;UNIV CONNECTICUT;UNIV CONNECTICUT;OAK RIDGE INST SCI AND EDUC;PLUM ISL ANIM DIS CTR;PLUM ISL ANIM DIS CTR,USA
bibliometrix,10.1016/j.vaccine.2019.05.009,THERAPEUTIC HSV-2 VACCINE DECREASES RECURRENT VIRUS SHEDDING AND RECURRENT GENITAL HERPES DISEASE,2019,VACCINE,BERNSTEIN DI;FLECHTNER JB;MCNEIL LK;HEINEMAN T;OLIPHANT T;TASKER S;WALD A;HETHERINGTON S;BERNSTEIN D;VAN WAGONER N;DESAI N;MAYER K;LUCKSINGER G;KOLTUN W;LEONE P;WARREN T;PANTHER L;LALEZARI J,UNIV CINCINNATI;GENOCEA BIOSCI;UNIV WASHINGTON;CINCINNATI CHILDRENS HOSP;UNIV WASHINGTON;UNIV ALABAMA;NW DERMATOL AND RES CTR;FENWAY INST;TEKTON RES;MED CTR CLIN RES;UNIV N CAROLINA;FENWAV INST;QUEST CLIN RES,USA
bibliometrix,10.1016/j.vaccine.2019.05.010,ROUTINE AND PULSE VACCINATION FOR LASSA VIRUS COULD REDUCE HIGH LEVELS OF ENDEMIC DISEASE: A MATHEMATICAL MODELLING STUDY,2019,VACCINE,DAVIES J;LOKUGE K;GLASS K,AUSTRALIAN NATL UNIV;AUSTRALIAN NATL UNIV,AUSTRALIA
bibliometrix,10.1016/j.vaccine.2019.04.096,AN IMMUNOINFORMATIC APPROACH TO UNIVERSAL THERAPEUTIC VACCINE DESIGN AGAINST BK VIRUS,2019,VACCINE,KESHERWANI V;TARANG S,UNIV NEBRASKA MED CTR;CREIGHTON UNIV,USA
bibliometrix,10.1016/j.vaccine.2019.04.098,CLINICAL CHARACTERISTICS AND OUTCOMES OF RESPIRATORY SYNCYTIAL VIRUS INFECTION IN PREGNANT WOMEN,2019,VACCINE,HAUSE AM;AVADHANULA V;MACCATO ML;PINELL PM;BOND N;SANTARCANGELO P;FERLIC-STARK L;YE XY;IWUCHUKWU O;MAURER L;AIDEYAN L;DAO K;MCBRIDE T;PIEDRA PA;MUNOZ FM,BAYLOR COLL MED;BAYLOR COLL MED;BAYLOR COLL MED;BAYLOR COLL MED;EMORY UNIV,USA
bibliometrix,10.1016/j.vaccine.2019.04.097,NOVEL ADJUVANTS DERIVED FROM ATTENUATED LIPOPOLYSACCHARIDES AND LIPID AS OF PURPLE NON-SULFUR PHOTOSYNTHETIC BACTERIA,2019,VACCINE,MASOUD H,UNIV JORDAN,JORDAN
bibliometrix,10.1016/j.vaccine.2019.04.095,PATIENT REPORT OF HERPES ZOSTER PAIN: INCREMENTAL BENEFITS OF ZOSTER VACCINE LIVE,2019,VACCINE,BRUXVOORT KJ;LIANG AS;HARPAZ R;QIAN L;SY LS;LARUSSA P;SCHMID DS;LUO Y;TAKHAR H;TSENG HF,DEPT RES AND EVALUAT;CTR DIS CONTROL AND PREVENT;COLUMBIA UNIV,USA
bibliometrix,10.1016/j.vaccine.2019.03.059,CONTROLLED HUMAN INFECTION FOR VACCINATION AGAINST STREPTOCOCCUS PYOGENES (CHIVAS): ESTABLISHING A GROUP A STREPTOCOCCUS PHARYNGITIS HUMAN INFECTION STUDY,2019,VACCINE,OSOWICKI J;AZZOPARDI KI;BAKER C;WADDINGTON CS;PANDEY M;SCHUSTER T;GROBLER A;CHENG AC;POLLARD AJ;MCCARTHY JS;GOOD MF;WALKER MJ;DALE JB;BATZLOFF MR;CARAPETIS JR;SMEESTERS PR;STEER AC,MURDOCH CHILDRENS RES INST;UNIV MELBOURNE;ROYAL CHILDRENS HOSP MELBOURNE;UNIV WESTERN AUSTRALIA;PERTH CHILDRENS HOSP;UNIV CAMBRIDGE;GRIFFITH UNIV;MURDOCH CHILDREN RES INST;MCGILL UNIV;ALFRED HOSP;MONASH UNIV;UNIV OXFORD;NATL INST HLTH RES;QIMR BERGHOFER MED RES INST;UNIV QUEENSLAND;UNIV QUEENSLAND;UNIV QUEENSLAND;UNIV TENNESSEE;UNIV LIBRE BRUXELLES;UNIV LIBRE BRUXELLES,AUSTRALIA
bibliometrix,10.1016/j.vaccine.2019.03.013,EFFECT OF A PNEUMOCOCCAL WHOLE CELL VACCINE ON INFLUENZA A-INDUCED PNEUMOCOCCAL OTITIS MEDIA IN INFANT MICE,2019,VACCINE,MANNING J;DUNNE EM;WANG N;PEDERSEN JS;OGIER JM;BURT RA;MULHOLLAND EK;ROBINS-BROWNE RM;MALLEY R;WIJBURG OL;SATZKE C,MURDOCH CHILDRENS RES INST;UNIV MELBOURNE;UNIV MELBOURNE;MURDOCH CHILDRENS RES INST;LONDON SCH HYG AND TROP MED;MURDOCH CHILDRENS RES INST;BOSTON CHILDRENS HOSP,AUSTRALIA
bibliometrix,10.1016/j.ces.2018.12.064,CFD MODEL OF COAL PYROLYSIS IN FIXED BED REACTOR,2019,CHEMICAL ENGINEERING SCIENCE,QIAN YN;ZHAN JH;YU Y;XU GW;LIV XX,INST PROC ENGN;UNIV CHINESE ACAD SCI;SINOPEC RES INST SAFETY ENGN;INST FLUID PHYS;SHENYANG UNIV CHEM TECHNOL,CHINA
bibliometrix,10.1016/j.ces.2019.01.030,NUMERICAL SIMULATION OF MONO-DISPERSE DROPLET SPRAY DRYER: COUPLING DISTINCTIVELY DIFFERENT SIZED CHAMBERS,2019,CHEMICAL ENGINEERING SCIENCE,XIAO J;YANG SJ;GEORGE OA;PUTRANTO A;WU WD;CHEN XD,SOOCHOW UNIV;QUEENS UNIV BELFAST,CHINA
bibliometrix,10.1016/j.ces.2018.12.053,INTEGRATION OF PHASE DISTRIBUTION FROM GAMMA-RAY TOMOGRAPHY TECHNIQUE WITH MONOLITH REACTOR SCALE MODELING,2019,CHEMICAL ENGINEERING SCIENCE,ROY S;KAMALANATHAN P;AL-DAHHAN M,WASHINGTON UNIV;MISSOURI UNIV SCI AND TECHNOL,USA
bibliometrix,10.1016/j.ces.2019.01.043,INTERNAL-DIFFUSION CONTROLLED SYNTHESIS OF V2O5 HOLLOW MICROSPHERES FOR SUPERIOR LITHIUM-ION FULL BATTERIES,2019,CHEMICAL ENGINEERING SCIENCE,SHAN YL;XU L;HU YJ;JIANG H;LI CZ,EAST CHINA UNIV SCI AND TECHNOL,CHINA
bibliometrix,10.1016/j.ces.2018.12.060,EXPERIMENTAL STUDY OF ELECTROSTATIC HAZARD INSIDE SCRUBBER COLUMN USING RESPONSE SURFACE METHODOLOGY,2019,CHEMICAL ENGINEERING SCIENCE,WANG JY;SUN Y;GAO XD;MANNAN MS;WILHITE B,TEXAS AANDM UNIV;TEXAS AANDM UNIV,USA
bibliometrix,10.1016/j.ces.2019.01.063,EFFECTS OF LYOPHOBIC-FUNCTIONALIZED IRON PARTICLES TO THE STABILITY AND MAGNETORHEOLOGICAL RESPONSE OF MR SUSPENSIONS,2019,CHEMICAL ENGINEERING SCIENCE,YANG JJ;WANG DW;YAN H;LEI M,LOGIST ENGN UNIV;RES INST CHEM DEF,CHINA
bibliometrix,10.1016/j.ces.2019.02.005,THEORETICAL DESCRIPTION AND NUMERICAL MODELLING OF DEHYDRATION OF TERT-BUTANOL VIA REACTIVE DISTILLATION AT CONCURRENT FLOW OF LIQUID AND VAPOR PHASES,2019,CHEMICAL ENGINEERING SCIENCE,BAIGUZIN FA;BURMISTROV DA;KUZNETSOV VA;FARAKHOV MI,KAZAN NATL RES TECHNOL UNIV;LLC ENGN PROMOT CTR INZHEKHIM,RUSSIA
bibliometrix,10.1016/j.ces.2019.01.062,A SANDWICH-STRUCTURED DOUBLE-BATTERY DEVICE FOR DIRECT EVALUATION OF LITHIUM DIFFUSION COEFFICIENTS AND PHASE TRANSITION IN ELECTRODES OF LITHIUM ION BATTERIES,2019,CHEMICAL ENGINEERING SCIENCE,WEN KC;XIA MF;DENG P;LV WQ;HE WD,HARBIN INST TECHNOL;COLUMBIA UNIV;SHENZHEN LI S TECHNOL CO LTD;UNIV ELECT SCI AND TECHNOL CHINA,CHINA
bibliometrix,10.1016/j.ces.2019.01.052,A TREATMENT FOR CONTAMINATED INTERFACES AND ITS APPLICATION TO STUDY THE HYDRODYNAMICS OF A SPHERICAL BUBBLE CONTAMINATED BY SURFACTANTS,2019,CHEMICAL ENGINEERING SCIENCE,FEI Y;PANG MJ,CHANGZHOU UNIV;CHANGZHOU UNIV,CHINA
bibliometrix,10.1016/j.ces.2019.02.006,A ONE-STEP SYNTHESIS METHOD OF DURENE DIRECTLY FROM SYNGAS USING INTEGRATED CATALYST OF CU/ZNO/AL2O3 AND CO-NB/HZSM-5,2019,CHEMICAL ENGINEERING SCIENCE,LI MZ;JIAO LK;NAWAZ MA;CHENG LK;MENG C;YANG TH;TARIQ M;LIU DH,EAST CHINA UNIV SCI AND TECHNOL,CHINA
bibliometrix,10.1016/j.ces.2019.01.044,ADVANCED BIOACTIVE LIPID NANOCARRIERS LOADED WITH NATURAL AND SYNTHETIC ANTI-INFLAMMATORY ACTIVES,2019,CHEMICAL ENGINEERING SCIENCE,LACATUSU I;BADEA N;BADEA G;MIHAILA M;OTT C;STAN R;MEGHEA A,UNIV POLITEHN BUCURESTI;VIROL INST STEFAN S NICOLAU,ROMANIA
bibliometrix,10.1016/j.ces.2019.01.045,SCALABLE CONCENTRATION PROCESS OF GRAPHENE OXIDE DISPERSIONS VIA CROSS-FLOW MEMBRANE FILTRATION,2019,CHEMICAL ENGINEERING SCIENCE,LI C;GUO YT;SHEN LM;JI C;BAO NZ,NANJING TECH UNIV;JIANGSU IND TECHNOL RES INST;JIANGNAN GRAPHENE RES INST,CHINA
bibliometrix,10.1016/j.ces.2019.01.046,INVESTIGATING THE ROLE OF THE DIFFERENT METALS IN HYDROTALCITE MG/AL-BASED ADSORBENTS AND THEIR INTERACTION WITH ACIDIC SORBATE SPECIES,2019,CHEMICAL ENGINEERING SCIENCE,COENEN K;GALLUCCI F;MEZARI B;VERHOEVEN T;HENSEN E;ANNALAND MV,EINDHOVEN UNIV TECHNOL,NETHERLANDS
bibliometrix,10.1016/j.ces.2019.01.047,MAGNETIC RESONANCE IMAGING OF SINGLE BUBBLES INJECTED INTO INCIPIENTLY FLUIDIZED BEDS,2019,CHEMICAL ENGINEERING SCIENCE,BOYCE CM;PENN A;LEHNERT M;PRUESSMANN KP;MULLER CR,SWISS FED INST TECHNOL;COLUMBIA UNIV;SWISS FED INST TECHNOL;UNIV ZURICH,USA
bibliometrix,10.1016/j.ces.2019.02.004,HIGHLY DISPERSED PT-BASED CATALYSTS FOR SELECTIVE CO2 HYDROGENATION TO METHANOL AT ATMOSPHERIC PRESSURE,2019,CHEMICAL ENGINEERING SCIENCE,MEN YL;LIU Y;WANG QQ;LUO ZH;SHAO S;LI YB;PAN YX,SHANGHAI JIAO TONG UNIV;GANNAN NORMAL UNIV;SHANGHAI JIAO TONG UNIV;UNIV ELECT SCI AND TECHNOL CHINA,CHINA
bibliometrix,10.1016/j.ces.2019.02.008,MODELLING THE KINETICS OF STAIN REMOVAL FROM KNITTED COTTON FABRICS IN A COMMERCIAL FRONT LOADER WASHING MACHINE (FLWM),2019,CHEMICAL ENGINEERING SCIENCE,BUENO L;LASO C;AMADOR C;BAKALIS S,UNIV BIRMINGHAM;NEWCASTLE INNOVAT CTR;UNIV NOTTINGHAM,UNITED KINGDOM
bibliometrix,10.1016/j.ces.2019.01.055,GAS HOLD UP IN BUBBLE COLUMN AT HIGH PRESSURE AND HIGH TEMPERATURE,2019,CHEMICAL ENGINEERING SCIENCE,LEONARD C;FERRASSE JH;LEFEVRE S;VIAND A;BOUTIN O,AIX MARSEILLE UNIV,FRANCE
bibliometrix,10.1016/j.ces.2019.01.056,VACUUM ULTRAVIOLET (VUV)-BASED PHOTOCATALYTIC OXIDATION FOR TOLUENE DEGRADATION OVER PURE CEO2,2019,CHEMICAL ENGINEERING SCIENCE,WU MY;ZHANG YG;SZETO W;PAN WD;HUANG HB;LEUNG DYC,UNIV HONG KONG;SUN YAT SEN UNIV,CHINA
bibliometrix,10.1016/j.ces.2019.02.009,BUBBLE FORMATION IN CONTINUOUS LIQUID PHASE UNDER INDUSTRIAL JETTING CONDITIONS,2019,CHEMICAL ENGINEERING SCIENCE,XIAO H;GENG SJ;CHEN AQ;YANG C;GAO F;HE TB;HUANG QS,QINGDAO INST BIOENERGY AND BIOPROC TECHNOL;DALIAN NATL LAB CLEAN ENERGY;INST PROC ENGN;PETROCHEM RES INST,CHINA
